0, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
0, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
0, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
1, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
1, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
1, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
2, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
2, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
2, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
3, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
3, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
3, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
4, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
4, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
4, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
5, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
5, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
5, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
6, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
6, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
6, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
7, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
7, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
7, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
8, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
8, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
8, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
9, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
9, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
9, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
10, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
10, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
10, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'
11, 0.6016550077192033, 1.1414110842273537, 10.0, 'BOW-base'
11, 0.2827569018145071, 2.055176387851772, 10.0, 'WC-base'
11, 0.041908866487013086, 2.7452983235215416, 10.0, 'AL-base'

