[[0, 0.5737983180783544, 1.221231177217334, 10.0, 'EMB']]
[[1, 0.5932652837117209, 1.165450859199593, 10.0, 'EMB']]
[[2, 0.6157997618502864, 1.10088094210997, 10.0, 'EMB']]
[[3, 0.6227338189071412, 1.081012210892734, 10.0, 'EMB']]
[[4, 0.6303202344488397, 1.059274222574444, 10.0, 'EMB']]
[[5, 0.6262830392581114, 1.0708423342092912, 10.0, 'EMB']]
[[6, 0.6287583926367728, 1.0637494980031512, 10.0, 'EMB']]
[[7, 0.6307386950265028, 1.058075172628009, 10.0, 'EMB']]
[[8, 0.6307195265748254, 1.0581300975891257, 10.0, 'EMB']]
[[9, 0.629858851964352, 1.0605962602354355, 10.0, 'EMB']]
[[10, 0.6214880812328323, 1.0845817268074553, 10.0, 'EMB']]
[[11, 0.6201532901300457, 1.0884064149279842, 10.0, 'EMB']]
[[12, 0.598210355941073, 1.1512813318696031, 10.0, 'EMB']]
