0, 0.23029500098744493, 38.37333623347673, 10.0, 'EMB'
0, 0.3317883143088033, 33.31342751191916, 10.0, 'AL'
0, 0.43896781068058166, 27.970036398589695, 10.0, 'WC'
0, 0.44300222605044004, 27.7689022268074, 10.0, 'EMB+AL+WC'
1, 0.22891871062975688, 38.44195064122802, 10.0, 'EMB'
1, 0.33060994411658295, 33.37217468863177, 10.0, 'AL'
1, 0.4375890736593082, 28.03877278377979, 10.0, 'WC'
1, 0.4416308717148386, 27.83727055114306, 10.0, 'EMB+AL+WC'
2, 0.224251393441262, 38.67463788116041, 10.0, 'EMB'
2, 0.33011299775518543, 33.396949751597944, 10.0, 'AL'
2, 0.43734673663479096, 28.050854399639825, 10.0, 'WC'
2, 0.44126597306657445, 27.855462427951636, 10.0, 'EMB+AL+WC'
3, 0.22095754088326147, 38.838851588845564, 10.0, 'EMB'
3, 0.32911554920613073, 33.446677151832546, 10.0, 'AL'
3, 0.4371825828344571, 28.05903822199033, 10.0, 'WC'
3, 0.4412877165408021, 27.854378415702147, 10.0, 'EMB+AL+WC'
4, 0.21815541031282537, 38.97855069264169, 10.0, 'EMB'
4, 0.32849167417014524, 33.477780193327995, 10.0, 'AL'
4, 0.43671442178598907, 28.082378204642552, 10.0, 'WC'
4, 0.4408758178210479, 27.87491346235969, 10.0, 'EMB+AL+WC'
5, 0.21742038207549896, 39.015195232729404, 10.0, 'EMB'
5, 0.3293098435979216, 33.436990682296766, 10.0, 'AL'
5, 0.43744803801110477, 28.04580405986135, 10.0, 'WC'
5, 0.44171894733625183, 27.83287957610873, 10.0, 'EMB+AL+WC'
6, 0.21484900494702297, 39.14339021556135, 10.0, 'EMB'
6, 0.3294833127710205, 33.428342445746395, 10.0, 'AL'
6, 0.43788540404430953, 28.023999350432675, 10.0, 'WC'
6, 0.4420228389072447, 27.817729182844833, 10.0, 'EMB+AL+WC'
7, 0.21007800115735498, 39.381246709707796, 10.0, 'EMB'
7, 0.32800658216330114, 33.501964262168244, 10.0, 'AL'
7, 0.43744331910580836, 28.04603931900586, 10.0, 'WC'
7, 0.44183913914719564, 27.826887461233845, 10.0, 'EMB+AL+WC'
8, 0.2081205424047139, 39.47883503637142, 10.0, 'EMB'
8, 0.32862468319282934, 33.47114908146554, 10.0, 'AL'
8, 0.43780509979426085, 28.028002886842142, 10.0, 'WC'
8, 0.4421184089531065, 27.812964576263855, 10.0, 'EMB+AL+WC'
9, 0.20383734493360117, 39.692372140748084, 10.0, 'EMB'
9, 0.32832369526334837, 33.48615471483808, 10.0, 'AL'
9, 0.4375724504101588, 28.039601529246845, 10.0, 'WC'
9, 0.44169957383457836, 27.833845434320242, 10.0, 'EMB+AL+WC'
10, 0.20066698980480835, 39.850428933276085, 10.0, 'EMB'
10, 0.3279415849858136, 33.505204670570365, 10.0, 'AL'
10, 0.4377194145361111, 28.0322746912678, 10.0, 'WC'
10, 0.44180279636329045, 27.828699316253942, 10.0, 'EMB+AL+WC'
11, 0.196344792255585, 40.065910371017345, 10.0, 'EMB'
11, 0.3263272444584484, 33.58568697474064, 10.0, 'AL'
11, 0.436816012723762, 28.077313428892833, 10.0, 'WC'
11, 0.4410223560073411, 27.86760785943274, 10.0, 'EMB+AL+WC'

 
0, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
0, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
0, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
1, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
1, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
1, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
2, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
2, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
2, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
3, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
3, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
3, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
4, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
4, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
4, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
5, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
5, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
5, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
6, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
6, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
6, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
7, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
7, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
7, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
8, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
8, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
8, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
9, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
9, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
9, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
10, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
10, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
10, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'
11, 0.5419121911280744, 22.837785303265633, 10.0, 'BOW-base'
11, 0.43449681085285885, 28.19293631467329, 10.0, 'WC-base'
11, 0.30198450073345406, 34.799284770003666, 10.0, 'AL-base'

