[[0, 0.4691402048687887, 26.46580370081793, 10.0, 'EMB']]
[[1, 0.5829935042403589, 20.789692796405472, 10.0, 'EMB']]
[[2, 0.5918548871545439, 20.34791207977268, 10.0, 'EMB']]
[[3, 0.6005894693585112, 19.91245296205645, 10.0, 'EMB']]
[[4, 0.6013096363972852, 19.876549321104918, 10.0, 'EMB']]
[[5, 0.5994729775333423, 19.968115217419346, 10.0, 'EMB']]
[[6, 0.6004760711722721, 19.918106383476864, 10.0, 'EMB']]
[[7, 0.592760069010899, 20.30278459876253, 10.0, 'EMB']]
[[8, 0.5882121363579543, 20.529519970213336, 10.0, 'EMB']]
[[9, 0.5865606389257738, 20.611854717077506, 10.0, 'EMB']]
[[10, 0.5859682440887859, 20.641388325787176, 10.0, 'EMB']]
[[11, 0.5813272724609613, 20.87276211828301, 10.0, 'EMB']]
[[12, 0.5686075130262608, 21.506900659961808, 10.0, 'EMB']]
